Hoot! How far you have come!	Ух! Как далеко ты зашёл!				
Hope the Heads didn’t give you too much trouble…	Надеюсь, Головлинги не доставили тебе слишком много хлопот...				
Houses have no imagination!	У домов нет воображения!				
Houses have no imagination!	У домов нет воображения!				
Housy the House	Избушка-Дом				
Housy the House	Избушка-Дом				
Housy was its name, bless its soul.	Избушка было её имя, благослови её душу.				
Housy was its name, bless its soul.	Избушка было её имя, благослови её душу.				
Housy! Didn’t see ya there.	Избушка! Не заметил тебя.				
Housy. What a friend to have on the road, eh?	Избушка. Ну что за друг в дороге, а?				
How are you? Do they have fire where you are?	Как ты? У вас там есть огонь?				
How beautiful... how tantalizing!	Как прекрасно... как маняще!				
How could this happen?! Whoever did this, ooOhh...	Как это могло случиться?! Кто бы это ни сделал, ооОхх...				
How does that even scientifically work?!!	Как это вообще может работать с научной точки зрения?!!				
How rare! A little 'pot boy'.	"Какая редкость! Маленький ""мальчик горшочек""."				
How will I ever forgive my body?	Смогу ли я когда-нибудь простить своё тело?				
How will we warm the furnace?!	Как мы согреем печь?!				
Howdy-do?	Как поживаешь?				
Hrefna Lind Einarsd?ttir	Hrefna Lind Einarsd?ttir 				
Huh. It’s just... gone...!	Хм. Оно просто... исчезло...!				
Huh… There was so much anger.	Хах... Там было столько злости.				
Huh… There was so much anger.	Хах... Там было столько злости.				
Hurrmm...	Хррмм...				
Hurry now, go catch up with your little spark	Поторопись, догони свою искорку				
Hush, no talking in the theatre, fools!	Тише, никаких разговоров в театре, глупцы!				
"I am never gonna come out again, no sir… In here it’s just me;"	Я никогда больше не выйду, нет уж... Здесь только я:				
I ask, pray, beg for silence of the dead, but what does darkness give?	Я прошу, молю, умоляю о мёртвой тишине, но что даёт тьма?				
I beg of you!	Я умоляю тебя!				
I can see everything, clear as day.	Я вижу всё так же ясно, как днём.				
I can see just fine in the dark. In the dark	Я прекрасно вижу в темноте. В темноте				
I can’t feel anything...	Я ничего не чувствую...				
I can’t feel my hands.	Я не чувствую своих рук.				
I can’t take this tension much longer!	Я больше не могу выносить это напряжение!				
I can’t take this tension much longer!	Я больше не могу выносить это напряжение!				
I can’t, can’t move, can’t do what I used to… but you,	Я не могу, не могу двигаться, не могу делать то, что мог раньше... но ты,				
I could wear it better.	На мне бы это смотрелось лучше.				
I deserve the crown!	Я заслуживаю корону!				
I didn’t guide it - it dragged me along for the ride...!	Я не направляла его - оно тащило меня за собой...!				
I don't know if I'm ready to be a Somebody again...	Я не знаю, готова ли я снова стать Тело-веком...				
I don't know...	Я не знаю...				
I don’t know if I’m ready to be a Somebody again...	Я не знаю, готова ли я снова стать Тело-веком...				
I don’t know what I thought would happen.	Я не знаю, чего я ожидал.				
I don’t like it… losin’ the forest like this.	Мне это не нравится... потерять лес — вот так.				
I feel a strange warmth... but just as coal runs deep in the earth,	Я чувствую странное тепло... но подобно тому, как уголь залегает глубоко в земле,				
I figured that’s just how I always feel, and my worries seldom come true.	Я решил, что обычно так я себя и чувствую, а мои тревоги редко оправдываются.				
I followed it, for a long, long time. Would the road ever end?	Я следовала за ним долгое, долгое время. Закончится ли когда-нибудь дорога?				
I found this stick and I'm keepin' it...	Я нашёл эту палку и оставлю её себе...				
I give it freely.	Я отдаю её добровольно.				
I got no better stick than this stick	У меня нет палки лучше, чем эта палка				
I gotta workshop this one some more...	Мне нужно ещё поработать над этим...				
I guess I'm the Headmaster now.	Полагаю, теперь я Главноголов.				
I guess you gotta lose your head before you find…	Думаю, тебе нужно потерять голову, прежде чем получится найти...				
I had a flame once. It was beautiful and bright,	У меня однажды было пламя. Оно было прекрасным и ярким,				
I had this wretched gut feeling like something was up,	У меня было это отвратительное предчувствие, будто что-то не так,				
I hate hiking!!	Я ненавижу прогулки!!				
I have the Molgrim’s cauldron shard just waiting to be yours...!	У меня есть осколок котла Молгрима, который только и ждёт, чтобы стать твоим...!				
I have to surrender...	Я должен сдаться...				
I hear you messing around...!	Я слышу, как ты возишься...!				
I hope my body can forgive me…	Надеюсь, моё тело сможет простить меня...				
I hope that, tonight, you caught a glimpse of it.	Надеюсь, что сегодня ночью ты мельком увидел это.				
I know I... captured it once, in a melody-keepin' head of clay	Я знаю, что... однажды я запечатлел её, в хранящей мелодию глиняной голове				
I know he loves you still.	Я знаю, он всё ещё любит тебя.				
I know the thief was to blame but… she was just a child.	Я знаю, что воровка была виновата, но... она была всего лишь ребёнком.				
I lost my way again...	Я снова сбился с пути...				
I love you… still. (Shudders)	Я люблю тебя... до сих пор. (Вздрагивает)				
I mean... isn’t this just...	Я имею в виду... разве это не просто...				
I mean… isn’t this just…	Я имею в виду... разве это не просто...				
I need it to... ferment me, season my soul.	Мне нужно, чтобы оно... взбодрило меня, приправило мою душу.				
"I ran; tried to chase it, grab the key and - when I did"	"Я побежала; попыталась догнать его, схватить ключ и — когда я это сделала"				
I reckon you must be headed for Moon Mountain!	Полагаю, ты должно быть направляешься к Лунной горе!				
I see you! Not a crawl closer, Moonbird!	Я вижу тебя! Ни ползком ближе, Лунокрыл!				
I shall graysh... grass... greyshoushly let you pass through Nobodyville.	Я любессс... любес... любезнейше позволю тебе пройти через Безтеловилль.				
I think this body business will be good for us Heads in the long run!	Думаю, эта затея с телами в конце концов сослужит нам, Головам, добрую службу!				
I think you should talk to him again, I know it doesn’t seem like it but...	Думаю, тебе стоит снова поговорить с ним, я знаю, так не кажется, но...				
I thought it could maybe buy me some kind of ticket away from…	Я думала, это поможет купить мне подобие билета прочь от...				
I thought we’d just punish her…	Я думала, мы просто накажем её...				
I threw the head back into the lake	Я бросил голову обратно в озеро				
I trappan	I trappan (На лестнице)				
I trust you make up for in walk.	Надеюсь, ты это восполнишь во время прогулки.				
I trust you’re not pushing that lil’ flame o’ yours too hard?	Надеюсь, ты не слишком напрягаешь своё маленькое пламя?				
I used to be afraid of the dark	Раньше я боялась темноты				
I used to be afraid of the dark	Раньше я боялась темноты				
I want. I... want...	Я хочу. Я... хочу...				
I was mad. So very mad...	Я был в бешенстве. В столь сильном…				
I was sawing myself out of it!	Я выпиливал себя из него!				
I will rain fire upon your greedy shadow!	Я обрушу огонь на твою жадную тень!				
I wish I was the first.	Хотела бы я быть первой.				
I wish...	Я желаю...				
I wonder if, one day, someone will hear my echo.	Интересно, услышит ли кто-нибудь однажды моё эхо.				
I wonder if, one day, someone will hear my echo.	Интересно, услышит ли кто-нибудь однажды моё эхо.				
I'm keepin' it! Oh, look at this stick, I love this stick	Я оставлю её себе! О, посмотри на эту палку, я люблю эту палку				
I... want. I want.	Я... хочу. Я хочу.				
If I could just hear that lullaby one last time I know I...	Если бы я только мог услышать эту колыбельную в последний раз, я знаю, я...				
If I had a heart I’d feel great shame for what we did...	Если бы у меня было сердце, я испытывал бы непомерный стыд за то, что мы сделали...				
If only a little rock-picking Murkle could know, that the seemingly tiny stars were in fact thousands upon thousands of suns.	Если бы только маленькая Мёркл, собирающая камешки, могла знать, что кажущиеся крошечными звёзды на самом деле — тысячи и тысячи солнц.				
If this is the end, then why am I?	Если это конец, то почему я существую?				
If this is the end... then why am I?	Если это конец... то почему я существую?				
If you ever need help relieving it of your body	Если тебе когда-нибудь понадобится помощь в избавлении от твоего тела				
If you light them all, then maybe...	Если ты зажжёшь их все, тогда, возможно...				
If you’d just… take me to the outskirts	Если бы ты только... отвёл меня на окраины				
If you’d just… take me to the outskirts	Если бы ты только... отвёл меня на окраины				
If...	Если...				
In her bony little hands - a lit match. 'What do you think of my star?'	"В её костлявеньких маленьких ручках — зажжённая спичка. ""Что ты думаешь о моей звезде?"""				
In his desperation to regain control, he made an attempt	В своём отчаянном стремлении вернуть контроль, он предпринял попытку				
In its bright flames, she could glimpse a dark future.	В её ярких пламенах она могла мельком увидеть тёмное будущее.				
In life I didn’t mind a little loneliness, but this is the worst!	При жизни я не противился небольшому одиночеству, но это — кошмар!				
In the beginning there was the dark, the road and the Soulfisher - playing his banjo. Or so they say.	В начале была тьма, дорога и Ловец душ — играющий на своём банджо. Так, по крайней мере, говорят.				
In the closing nights of this era, a wandering flame...	В последние ночи этой эпохи, блуждающее пламя...				
In the end, all there’s left to follow is your own heart.	В конце концов, всё, за чем остаётся следовать — это твоё собственное сердце.				
In the end… the Dark remains a mystery,	В конце концов... Тьма остаётся тайной,				
In the midst of darkness, lo and behold,	Посреди тьмы, о чудо,				
In the valley of candles, what will you do with your fire? / The fire longs to be free.	В долине свечей, что ты сделаешь со своим огнём? / Огонь жаждет быть свободным.				
In the woods... where the wild things rest.	В лесах... где отдыхают дикие существа.				
Influencer Marketing Manager	Менеджер по Маркетингу Влиятельных Лиц				
Interact	Взаимодействовать				
Interact	Взаимодействовать				
Interact	Взаимодействовать				
Interact when player is in a cinematic	Взаимодействовать, когда игрок в ролике				
Intermediate Game Designer	Промежуточный Геймдизайнер				
Intriguing...	Интригующе...				
Inventory	Пожитки				
Inventory	Пожитки				
Inventory	Пожитки				
Inventory Empty	Пожитки отсутствуют				
Irmelin Remdahl Emtinger	Irmelin Remdahl Emtinger				
Is it a place for monstrosities, for fools lost in the woods?	Это место для чудовищ, для глупцов, заблудившихся в лесу?				
Is this a dream?	Это сон?				
Isabella Velasquez	Isabella Velasquez				
Isn’t that just the way.	Вот так оно и бывает.				
Isn’t this enough?	Разве этого недостаточно?				
It bu...!	Она жж...!				
It bu...!	Она жж...!				
It burns!!!	Она жжётся!!!				
It burns!!!	Она жжётся!!!				
It came from beyond the moon!	Он пришёл из-за пределов луны!				
It had gotten so restless it grew a pair of legs,	Она стала такой неугомонной, что отрастила пару ног,				
It had gotten so restless it grew a pair of legs,	Она стала такой неугомонной, что отрастила пару ног,				
It has been an honor to watch your journey, to the Worktable's edge.	Было честью наблюдать за твоим путешествием к краю Верстака.				
It has to be out there, somewhere.	Она должна быть где-то там, вдалеке.				
It is forbidden!	Это недопустимо!				
It is forbidden.	Это недопустимо.				
It is happening again.	Это происходит снова.				
"It is inevitable. We must all partake;"	"Это неизбежно. Мы все должны участвовать;"				
It is less than nothing and also more than everything!	Она меньше, чем ничто, и в то же время больше, чем всё сущее!				
It is less than nothing and also more than everything!	Она меньше, чем ничто, и в то же время больше, чем всё сущее!				
It is simply the way, the way of Fire.	Таков путь, путь Огня.				
It is told that the Molgrims were given fire from the stars themselves.	Говорят, что Молгримам был дан огонь от самих звёзд.				
It is what it is.	Что есть, то есть.				
It is what it is...	Что есть, то есть...				
It killed us all...	Оно убило нас всех...				
It lingers... (Growls)	Она остаётся... (Рычит)				
It longs to open something.	Он жаждет что-нибудь открыть.				
It looked so shiny in the moonlight...	Он выглядел таким блестящим в лунном свете...				
It tried to run and it tried to hide, but now it walks home - to the grave of the thief.	Она пыталась убежать и пыталась спрятаться, но теперь идёт домой — к могиле воровки.				
It was foretold… The return of the bodies…	Это было предсказано... Возвращение тел...				
It was the longest, most terrible fifteen minutes.	Это были самые долгие, самые ужасные пятнадцать минут.				
"It was then that the Dark corrupted the Maker’s clay;"	"Именно тогда Тьма исказила глину Создателя;"				
It was told that, for the being who kept fire in their heart,	Говорили, что для существа, хранящего огонь в своём сердце,				
It went sort of like... (Hums a lullaby)	Это было что-то вроде... (Напевает колыбельную)				
It's Headvig!	Это Башковица!				
It's already there,	Оно уже там,				
It's getting more windy <cf>and harsh up here.	Здесь становится всё более ветрено <cf>и сурово.				
It's just the best. I can't believe I found this stick	Она просто лучшая. Не могу поверить, что нашёл эту палку				
It's like a void - empty - but not cold	Это как пустота — пустая — но не холодная				
It's so heavy.	Оно такое тяжёлое.				
It's still singing… (Growls It brings me woe.	Она всё ещё поёт... (Рычит) Она приносит мне горе.				
It's true, they do	Правда, так оно и есть				
Item Added To Inventory	Предмет добавлен в пожитки				
Item collected in	Предмет собран в				
Its face...!	Его лицо...!				
It’s Just A Match	Это просто спичка				
It’s a real shame when you think about it, y'know?	Настоящий позор, когда задумываешься об этом, понимаешь?				
It’s been waiting for the right passer-by ever since it ended up here.	Она ждала подходящего прохожего с тех пор, как оказалась здесь.				
It’s getting dark now. But the dark is a well of ideas,	Темнеет. Но тьма — это колодец идей,				
It’s really all that matters. Don’t take my word for it…	Только это и имеет значение. Можешь не верить мне на слово...				
It’s them! Burn them, like they burnt our hope.	Это они! Сожгите их, как они сожгли нашу надежду.				
It’s very cold. Keep close to Potboy, and fire.	Очень холодно. Держитесь поближе к Горшочку и огню.				
I’d be able to move on.	Я бы смог двигаться дальше.				
I’d feel great shame for what we did...	Я бы испытывал непомерный стыд за то, что мы сделали...				
I’d probably waste it all over again...	Я бы, вероятно, снова потратил всё впустую...				
I’d sleep outdoors and under their blinding radiance...	Я бы спала под открытым небом и под их ослепительным сиянием...				
I’d sleep outdoors and under their blinding radiance...	Я бы спала под открытым небом и под их ослепительным сиянием...				
I’ll be your guide tonight… This Furnace here,	Я буду твоим проводником этой ночью... Эта Печь здесь,				
I’ll keep watch.	Я буду на страже.				
I’m begging you on my bare chin	Умоляю тебя своим голым подбородком				
I’m growing impatient and hungry...	Я становлюсь нетерпеливым и голодным...				
I’m sure you’ll be fine.	Уверен, ты справишься.				
I’ve had enough of ‘civilization’.	"С меня хватит ""цивилизации""."				
I’ve had enough. First it was the big Molgrim hunt	С меня достаточно. Сначала была большая охота на Молгримов				
I… (Sobs) what have I done?	Я... (Рыдает) что я наделала?				
Jakub Piechotka	Jakub Piechotka				
Jakub Rojan-Rajkowski	Jakub Rojan-Rajkowski				
Jakub Wojciechowski	Jakub Wojciechowski				
Japanese Translation	Перевод на Японский				
Jared Mosqueda	Jared Mosqueda				
Jefferson da Silva Medeiros	Jefferson da Silva Medeiros				
Jesper Englin	Jesper Englin				
Ji Seung Hyuk	Ji Seung Hyuk				
Jiye Lee	Jiye Lee				
Joel Bille	Joel Bille				
Joel Bille	Joel Bille				
Johan Juno Holm	Johan Juno Holm				
Johanna Schramm R?nnlund	Johanna Schramm R?nnlund				
John Smith	John Smith				
John Vega	John Vega				
Jonathan Dewoon	Jonathan Dewoon				
Jonny Merritt	Jonny Merritt				
Jo?o Freire	Jo?o Freire				
Julia Tarach	Julia Tarach				
Julio Perez Jr	Julio Perez Jr				
Just like her.	Точь-в-точь как она.				
Just once. Just once...	Ещё один раз. Всего лишь раз…				
Just so long as you get me out of this swamp.	Лишь бы ты вытащил меня из этого болота.				
Just... take care of that shard now. Maybe	Просто... позаботься об этом осколке. Может быть				
Justice won’t keep us warm...	Справедливость не согреет нас...				
Justine Lefebvre	Justine Lefebvre				
Karen Kahler	Karen Kahler в роли				
Karin Rindevall	Karin Rindevall				
Karl Leino	Karl Leino				
Katarzyna Czerwinska	Katarzyna Czerwinska				
Keep him nurtured and safe, and you’ll always find yourself in the right place.	Береги его, питай его и защищай, и ты всегда окажешься в нужном месте.				
Keep lighting the fuse, Burnt One...	Продолжай зажигать фитиль, Обожжённый...				
Keep on walking the Midnight Walk then, Burnt One	Продолжай идти по Полуночной Тропе, Обожжённый				
Keep on walking the Midnight Walk then, Burnt One	Продолжай идти по Полуночной Тропе, Обожжённый				
Keep on walking the Midnight Walk then, Burnt One	Продолжай идти по Полуночной Тропе, Обожжённый				
Keep on walking the Midnight Walk then, Burnt One	Продолжай идти по Полуночной Тропе, Обожжённый				
Keep that fire alive.	Поддерживай этот огонь.				
Kei Matsumoto	Kei Matsumoto				
Kenneth Bakkelund	Kenneth Bakkelund				
Kenneth Bakkelund	Kenneth Bakkelund				
Kenneth Bakkelund	Kenneth Bakkelund				
Key Critters	Ключники				
Keyboard Binding	Назначение клавиш				
Klaus Lyngeled	Klaus Lyngeled				
Klaus Lyngeled	Klaus Lyngeled				
Klaus Lyngeled	Klaus Lyngeled				
Knowing not where to find the Dark Itself (everything looked pretty dark to her),	Не зная, где найти Саму Тьму (всё вокруг казалось ей довольно тёмным),				
Korean Translation	Перевод на Корейский				
Kyoichiro Ishiyama	Kyoichiro Ishiyama				
K?ket	K?ket (Гастрономия)				
Lady of the Woods	Владычица Леса				
Language	Язык				
Language	Язык				
Lara Kaiser (Mika)	Lara Kaiser (Mika)				
Last time I saw my body, I....	Когда я в последний раз видел своё тело, я...				
Laura Eugenia Diaz	Laura Eugenia Diaz				
Laura Piest	Laura Piest				
Lead Audio Designer	Ведущий Аудиодизайнер				
Lead Engineer	Ведущий Инженер				
Lead Marketing Creative	Ведущий по Креативному Маркетингу				
Lead Programmer	Ведущий Программист				
Lead QA	Ведущий QA				
Lead Social Media Manager	Ведущий Менеджер по Соц. Сетям				
Lead Technical Artist	Ведущий Менеджер по Соц. Сетям				
Lead VR Programmer	Ведущий Программист VR				
Leave through the door whenever you please...	Уходите через дверь, когда пожелаете...				
Leave... me...	Оставь... меня...				
Lee Jae Hun	Lee Jae Hun				
Left	Лево				
Let him walk his walk.	Позволь ему идти своей дорогой.				
Let the light guide you there...	Пусть свет ведёт тебя туда...				
Letter To Mother	Письмо к Матери				
Level Designers & Scripters	Дизайнеры Уровней & Скриптеры				
LevelName	LevelName				
Liar, liar, eyes on fire!	Лжец, лжец, горит твой венец!				
Light	Свет				
Light Match	Зажечь спичку				
Light a match, throw fire into the Dark Itself, and…	Зажги спичку, брось огонь в Саму Тьму, и...				
Light a match.	Зажгите спичку.				
Light like yours is hard to come by these nights...	Свет, подобный твоему, трудно найти в эти ночи...				
Light the fuse. Give her more!	Зажги фитиль. Дай ей больше!				
Light the fuse… it will guide the Burnt One	Зажги фитиль... он укажет путь Обожжённому				
Light the match...!	Зажги спичку...!				
Light.	Свет.				
Light.. the match...	Зажги.. спичку...				
Lighting candles marked with symbols opens up new paths.	Зажигание свечей, отмеченных символами, открывает новые пути.				
Like her!	Как она!				
Like her...	Как она...				
"Like the Somebodies of old; the candles must rise before they may burn."	"Как древние Тело-веки; свечи должны подняться, прежде чем смогут гореть."				
Like you, his heart is ashen, barren… yet ripe for tasty stories.	Как и у тебя, его сердце испепелено, пусто... но созрело для вкусных историй.				
Lionbridge Games	Lionbridge Games				
Listen for the bone...	Прислушайся к кости...				
Listen to Shellphones to receive echoes and memories from the past…	Прислушайтесь к Ракушкам-Звуконосцам, чтобы получить эхо и воспоминания из прошлого...				
Listen to the road,	Прислушайся к дороге,				
Listen...	Прислушайся...				
Listen...	Прислушайся...				
Little dolls, in a dollhouse made of matches.	Маленькие куклы в кукольном домике из спичек.				
Little keys, little keys…	Ключики, ключики…				
Little soul, you charming little wanderer / my life’s companion and body’s guest / where are you off to now?	Маленькая душа, ты очаровательный маленький странник / спутник моей жизни и гость тела / куда ты направишься теперь?				
Little soul, you charming little wanderer.	Душенька, ты очаровательный маленький странник.				
Look Around	Осмотреться				
Look at that, oh, I can't get enough of it	Посмотри на это, ох, я не могу насмотреться				
Look at these sorry reflections of the daughter.	Посмотри на эти жалкие отражения дочери.				
Look at this fancy stick	Посмотри на эту причудливую палку				
Look at those stars burning like so many candlelights…	Посмотри на те звёзды, горящие словно множество свечей...				
Look at those two arms swingin’ around. Disgusting!	Посмотри на эти две болтающиеся руки. Отвратительно!				
Look out!	Берегись!				
Lost in his terrible maze, you are.	Потерян в его ужасном лабиринте, ты				
Love this stick, can't believe I found it! Where did I find (muttering)	Обожаю эту палку, не могу поверить, что нашёл её! Где я нашёл (бормочет)				
Lucas ?saborn	Lucas ?saborn				
Lucas “Malk” Silva	Lucas “Malk” Silva				
Lukas Freijd	Lukas Freijd				
Lukasz Wrzesinski	Lukasz Wrzesinski				
Maciej Kolodziejczyk	Maciej Kolodziejczyk				
Made with corrupted clay from underneath the Worktable, the Crawlers are always starving and on the hunt to repay the debt of fire owed to the Dark Itself.	Созданные из искажённой глины из-под Верстака, Ползуны всегда голодны и охотятся, чтобы отплатить долг огня Самой Тьме.				
Main Menu	Главное меню				
Make me a princess...!	Сделай меня принцессой...!				
Make this one disappear. Make it all go away!	Заставьте его исчезнуть. Пусть он исчезнет!				
Male Headlings	Мужчины Головлинги				
Many years later, I don’t know what happened, but	Много лет спустя, я не знаю, что произошло, но				
Map of Coalhaven	Карта углеграда				
Map of the Molgrim Swamps	Карта болот молгримов				
Margaux Duval	Margaux Duval				
Mari Kurami	Mari Kurami				
Marketing Creative	Креативный Маркетинг				
Martin Blomkvist	Martin Blomkvist				
Mary Morgan	Mary Morgan в роли				
Mask of Headeric the Hateful	Маска Хедерика Ненавистного				
Mask of Nogginson the Envious	Маска Ноггинсона Завистливого				
Mask of Skully the Fearful	Маска Скалли Боязливого				
Mateusz Rajchert	Mateusz Rajchert				
Mathis Simile	Mathis Simile				
Mattias S?derholm	Mattias S?derholm				
Mattias S?derholm	Mattias S?derholm				
May I have this dance...?	Можно мне потанцевать...?				
Maybe this can be used as a lever.	Возможно, её можно использовать как рычаг.				
Meanwhile I’ll keep the skull... safe! Yes, safe...	А пока я сохраню череп... в безопасности! Да, в безопасности...				
Medina Ljufi	Medina Ljufi				
Medina Ljufi	Medina Ljufi				
Meet your Craftsman!	Встреть своего Ремесленника!				
Michal Blonski	Michal Blonski				
Michal Wojtyszyn	Michal Wojtyszyn				
Might be returning!	Возможно, вернутся!				
Mikolaj Romanowski	Mikolaj Romanowski				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body!	Разум превыше тела!				
Mind over body, yes...	Разум превыше тела, да…				
Mind over body.	Разум превыше тела.				
Mind over body.	Разум превыше тела.				
Mind over body. The bodies made us do bad things, so we banished them.	Разум превыше тела. Тела заставляли нас творить злодеяния, поэтому мы изгнали их.				
Mitt Happyplace n?r v?rlden st?r i brand	Mitt Happyplace n?r v?rlden st?r i brand (Моё Счастливое Местечко, когда мир в огне)				
Mmm-mm!	Ммм-мм!				
Molgrim’s Cave lies thataway…	Пещера Молгрима в той стороне...				
Molly Scarpine	Molly Scarpine в роли				
Mom, dad!	Мама, папа!				
Moonbird	Лунокрыл				
Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.				
Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.				
Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.				
Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.				
Moonbird has tasted your fire.	Лунокрыл вкусил твой огонь.				
Moonbird simply had to take it.	Лунокрылу просто пришлось забрать его.				
Moonhood Pets	Питомцы Moonhood				
More stories...!	Больше историй...!				
More!	Ещё!				
More!	Ещё!				
More! More!	Ещё! Ещё!				
More! More!	Ещё! Ещё!				
More! More!	Ещё! Ещё!				
More! More...!	Ещё! Ещё...!				
More!!	Ещё!!				
More!!	Ещё!!				
More!! More!!	Ещё!! Ещё!!				
More, more!	Ещё, ещё!				
More, more!	Ещё, ещё!				
More, more, more!	Ещё, ещё, ещё!				
More, more, more...!	Ещё, ещё, ещё...!				
More...	Ещё...				
Most of my life I’ve been afraid of the dark.	Большую часть жизни я боялся темноты.				
Mother Ragdoll	Мать Тряпичный человек				
Mother's Mask	Маска матери				
Moush Angre	Moush Angre				
Move	Двигаться				
Move	Двигаться				
Move	Двигаться				
Move Back	Двигаться назад				
Move Forward	Двигаться вперёд				
Move Left	Двигаться влево				
Move Right	Двигаться вправо				
Move player on right axis	Двигать игрока по правой оси				
Movement	Движение				
Movement Inputs	Ввод команд движения				
Murderers all.	Все убийцы.				
Murderers…	Убийцы...				
Music by	Музыка от				
My best stick.	Моя лучшая палка.				
My life was in the gutter before I found this stick	Моя жизнь была канавой, пока я не нашёл эту палку				
My life’s companion and body’s guest...	Спутник моей жизни и гость тела...				
My stick!	Моя палка!				
My stick, my favorite stick!	Моя палка, моя любимая палка!				
My... No!	Моя... Нет!				
Nah, nah, that’s not the way the story blows…	Нет, нет, не так история течёт...				
Name	Имя				
Narrator	Рассказчик				
Natten ?r nog det finaste h?r	Natten ?r nog det finaste h?r (Ночь здесь, пожалуй, самая приятная)				
Naturally, you must, it is destined...	Конечно, ты должен, так предначертано...				
Navigate	Навигация				
Never gonna find a better stick than this one	Никогда не найду палку лучше этой				
Nevertheless, this long night seemed endless	Тем не менее, эта долгая ночь казалась бесконечной				
New Game	Новая игра				
Ne’er sweeter a flame has there been.	Не было пламени слаще.				
Night skies like these, trouble seems so far away, doesn't it?	При таком ночном небе беды кажутся такими далёкими, не правда ли?				
Night skies like these, trouble seems so far away, doesn't it?	При таком ночном небе беды кажутся такими далёкими, не правда ли?				
No Editor Found	Редактор не найден				
No body. No body!	Никаких тел. Никаких тел!				
No dance, I ask, no singing - no way	Ни танцев, я не прошу, ни пения — ничего				
No fire! Just a spark.	Не огонь! Лишь искра.				
No help, no use...	Ни помощи, ни пользы...				
No matches left to light the oven…	Не осталось спичек, чтобы растопить печь...				
No matches…	Нет спичек...				
No matter how much I fed it, it kept on growing and growing.	Сколько бы я его ни кормила, оно продолжало расти и расти.				
No offense.	Без обид.				
No path!	Нет пути!				
No rest for us after we did.	Нет покоя нам после того, что мы сделали.				
No spark!	Нет искры!				
No spark! No path!	Нет искры! Нет пути!				
No spark, no path!	Нет искры, нет пути!				
No spark, no path!	Нет искры, нет пути!				
No spark, no path.	Нет искры, нет пути.				
No spark, no path.	Нет искры, нет пути.				
No thing without feathers can leave this place	Никакое беспёрое не сможет покинуть это место				
No! (Growls)	Нет! (Рычит)				
No! I need this! You’re not taking it away from me...!	Нет! Мне это нужно! Ты не отнимешь это у меня...!				
No, No! Wrong...	Нет, нет! Неправильно...				
No, there’s nothing there.	Нет, ничего не приходит в голову.				
Noak Iversen-Redmalm	Noak Iversen-Redmalm				
Noble creatures and chosen keepers of fire, the Molgrims have always been misunderstood and envied by the Two-Legged Beings.	Благородные создания и избранные хранители огня, Молгримы всегда вызывали непонимание и зависть у двуногих существ.				
Nobodyville	Безтеловилль				
Nobodyville bridge guard	Стражник моста Безтеловилля				
None of her new acquaintances had been able to answer her burning question,	Никто из её новых знакомых не смог ответить на её жгучий вопрос,				
None of them will ever dance, ever feel the warmth of their maker’s heart.	Никто из них никогда не будет танцевать, никогда не почувствует тепла сердца своего создателя.				
Nope, nope, nooope!	Нет, нет, неееет!				
Nope, nope, nope... Nope!!	Нет, нет, нет... Нет!!				
Not Crawlers or ghosts, but something else, something in between.	Не Ползуны и не призраки, а что-то иное, находящееся между мирами.				
Not Crawlers or ghosts, but something else, something in between.	Не Ползуны и не призраки, а что-то иное, находящееся между мирами.				
Not everybody were in favour of the Great Beheading.	Не все одобряли Великого Обезглавливания.				
Not in here anymore, where did she go? The grave of the thief calls - one last time.	Её здесь больше нет, куда она ушла? Могила воровки зовёт — в последний раз.				
Not like we have a choice.	Не то чтобы у нас есть выбор.				
Not so fast...	Не так быстро...				
Not sure whether she was alone, she asked out loud:	Не уверенная в том, одна ли она, она спросила вслух:				
Not the hellish kind I hope. Is father there too?	Надеюсь, не адский или вроде того. Отец тоже там?				
Not very far now... not very far...	Уже недалеко... совсем недалеко...				
Nothing to see here!	Здесь не на что смотреть!				
Nothing to see here!	Здесь не на что смотреть!				
Now go do the quest. Meet the problem head-on!	Теперь иди и выполни задание. Встреть проблему лицом к лицу!				
Now go, and burn!	Теперь иди, и жги!				
Now the Ghost has come, to smite the wicked	Вот Призрак и пришёл, дабы покарать нечестивых				
Now there’s an open door invitation if I’ve ever seen one…	Ну если это не приглашение войти, то я не знаю, что такое приглашение...				
Now there’s nothing left but cold, sharp guilt.	Теперь лишь холодная, колючая вина — это всё, что осталось.				
Now what the heck does that mean, am I right?	И что, чёрт возьми, это значит, я прав?				
Now, fire is back. Maybe fire can help us…	Теперь огонь вернулся. Может, огонь поможет нам...				
Och p? s? vis skrider dagarna vidare	Och p? s? vis skrider dagarna vidare (И так идут дни напролёт)				
Oh I love it so much, oh I'm gonna keep it forever	О, я так её люблю, о, я сохраню её на веки				
